symptoms,disease,dos,donts,severity
"chest_pain, cough, dizziness, fatigue, headache, joint_pain, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, fever, runny_nose, shortness_breath, vomiting, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, chills, cough, fatigue, fever, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, chills, cough, dizziness, fatigue, shortness_breath, sore_throat, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"body_ache, chest_pain, chills, cough, fatigue, joint_pain, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, muscle_pain, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, dizziness, fatigue, shortness_breath, sore_throat, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, joint_pain, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, dizziness, fatigue, fever, nausea, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, fever, itching, loss_appetite, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, fever, headache, shortness_breath, vomiting, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, muscle_pain, shortness_breath, vomiting, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, chills, cough, fatigue, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, chills, cough, diarrhea, fatigue, muscle_pain, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, shortness_breath, skin_rash, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, loss_appetite, shortness_breath, sore_throat, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, fever, nausea, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, joint_pain, loss_appetite, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, dizziness, fatigue, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, muscle_pain, shortness_breath, vomiting, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"body_ache, chest_pain, cough, fatigue, muscle_pain, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, dizziness, fatigue, joint_pain, nausea, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, itching, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, itching, shortness_breath, skin_rash, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, chills, cough, fatigue, shortness_breath, vomiting, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, muscle_pain, shortness_breath, skin_rash, sneezing, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, nausea, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, headache, nausea, shortness_breath, sore_throat, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, chills, cough, fatigue, shortness_breath, skin_rash, sore_throat, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, headache, itching, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, dizziness, fatigue, headache, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"chest_pain, cough, fatigue, shortness_breath, skin_rash, sore_throat, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"body_ache, chest_pain, cough, diarrhea, fatigue, nausea, shortness_breath, wheezing",Asthma,Use inhaler regularly|Avoid triggers|Stay hydrated|Exercise moderately|Maintain air quality,Avoid allergens|Avoid strenuous exercise|Avoid pollution|Avoid smoking|Dont skip medications,High
"body_ache, diarrhea, fever, loss_appetite, nausea, skin_rash, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, dizziness, fever, headache, loss_appetite, muscle_pain, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, chest_pain, diarrhea, fever, loss_appetite, nausea, sore_throat, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, dizziness, fever, headache, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, chills, diarrhea, fever, headache, itching, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fatigue, fever, loss_appetite, nausea, shortness_breath, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, itching, loss_appetite, nausea, runny_nose, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, skin_rash, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fatigue, fever, loss_appetite, nausea, runny_nose, sore_throat, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, headache, loss_appetite, nausea, skin_rash, sore_throat, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, muscle_pain, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, headache, loss_appetite, muscle_pain, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, chest_pain, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, shortness_breath, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, headache, loss_appetite, nausea, sore_throat, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fatigue, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, dizziness, fatigue, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, joint_pain, loss_appetite, nausea, sneezing, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, itching, loss_appetite, nausea, sore_throat, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, cough, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, chest_pain, diarrhea, fever, itching, loss_appetite, nausea, sneezing, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, sore_throat, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, chills, diarrhea, fever, headache, itching, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, cough, diarrhea, dizziness, fever, loss_appetite, nausea, sore_throat, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, sneezing, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, runny_nose, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fatigue, fever, loss_appetite, nausea, sneezing, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, dizziness, fever, loss_appetite, nausea, skin_rash, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, sneezing, sore_throat, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, headache, loss_appetite, muscle_pain, nausea, shortness_breath, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, shortness_breath, skin_rash, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, chest_pain, chills, diarrhea, fever, joint_pain, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, joint_pain, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, dizziness, fever, itching, loss_appetite, nausea, shortness_breath, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, joint_pain, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, chest_pain, diarrhea, fever, itching, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, nausea, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, diarrhea, fever, loss_appetite, muscle_pain, nausea, sore_throat, vomiting",Gastroenteritis,Drink ORS|Eat light food|Rest|Take prescribed antibiotics|Stay hydrated,Avoid spicy food|Avoid dairy|Avoid oily food|Avoid antibiotics without consultation|Dont ignore dehydration,Medium
"body_ache, cough, dizziness, fatigue, headache, nausea, skin_rash, vomiting",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea, runny_nose, sneezing, sore_throat",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, cough, dizziness, fatigue, headache, loss_appetite, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, fever, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chills, diarrhea, dizziness, fatigue, headache, itching, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, itching, joint_pain, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chills, dizziness, fatigue, fever, headache, joint_pain, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, loss_appetite, nausea, runny_nose, shortness_breath",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chills, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea, shortness_breath, vomiting",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
